"id","pergunta","resposta","createdAt","updatedAt"
"1235","Qual é a forma geométrica de uma onça morta?","Ela é uma ex-fera.","2017-09-02","2017-09-02"
"1236","Justin Bieber vai ao shopping fazer compras e decide assistir Harry Potter. Qual o nome do filme?","Barbie, Moda e Magia.","2017-09-02","2017-09-02"
"1237","O que diz um ouriço quando se encontra com um cacto?","É você mamãe?","2017-09-02","2017-09-02"
"1238","Como descobrir se um oriental é chinês ou não?","Mostre um eletrônico pra ele, se ele fizer outro igual e mais barato, é chinês.","2017-09-02","2017-09-02"
"1239","Justin Bieber decidiu saltar de paraquedas. Qual o nome da música?","Garota Radical.","2017-09-02","2017-09-02"
"1240","Por que o Lobo Mau ficou com dor de barriga?","Porque ele comeu a Chapeuzinho Verde.","2017-09-02","2017-09-02"
"1241","O certo é robar ou roubar?","O certo mesmo é trabalhar!","2017-09-02","2017-09-02"
"1242","Quase todas as frutas foram acampar na montanha. Por que o Mamão não foi?","Porque o Mamão foi Papaia.","2017-09-02","2017-09-02"
"1243","Qual o santo protetor dos banheiros?","O São Nitário.","2017-09-02","2017-09-02"
"1244","Qual é a bebida mais romântica?","O Milk Shakespeare.","2017-09-02","2017-09-02"
"1245","Qual é o Cavaleiro do Zodíaco que vende roupas?","C&A.","2017-09-02","2017-09-02"
"1246","Qual a marca de perfume que estraga os dentes?","O Boticárie.","2017-09-02","2017-09-02"
"1247","O que o Fiat disse pra o Volkswagen?","Você não é Palio para mim.","2017-09-02","2017-09-02"
"1248","Qual a função do esqueleto?","Invadir o Castelo de Grayskull.","2017-09-02","2017-09-02"
"1249","Por que o doce de leite não sai de casa?","Porque ele é caseiro.","2017-09-02","2017-09-02"
"1250","Por que o Wolverine procura sempre se manter ocupado?","Pra não ficar coçando o saco.","2017-09-02","2017-09-02"
"1251","O que o cachorro falou quando viu a cadelinha gostosa passando?","Oh, meu Deus do cio!","2017-09-02","2017-09-02"
"1252","Por que o Barrichello colou um relógio no carro do Schumacher?","Porque ele queria ver o tempo passar.","2017-09-02","2017-09-02"
"1253","O que é gordinho, barbudo, às vezes entra pela chaminé e faz a festa no fim do ano?","Um ladrão fora de forma.","2017-09-02","2017-09-02"
"1254","O que dá a mistura de um burro com uma tartaruga?","Uma loira de capacete.","2017-09-02","2017-09-02"
"1255","Quais as três ferramentas preferidas do gaúcho?","Serro-tche, alica-tche e martelo... porque ele bah-tche!","2017-09-02","2017-09-02"
"1256","Por que o divórcio é tão caro?","Porque vale cada centavo.","2017-09-02","2017-09-02"
"1257","Por que o pinheiro não se perde na floresta?","Porque ele tem uma-pinha.","2017-09-02","2017-09-02"
"1258","O que é bullying?","É aquela coisa que a gente usa para fazer caffélling.","2017-09-02","2017-09-02"
"1259","Como fazer para sua esposa gritar por uma hora depois do sexo?","É só limpar seu bilau na cortina.","2017-09-02","2017-09-02"
"1260","Um frango já está pronto para comer com duas semanas de vida?","Claro, senão ele morreria de fome.","2017-09-02","2017-09-02"
"1261","Qual é a coisa mais dura quando se está aprendendo a andar de bicicleta?","O chão!","2017-09-02","2017-09-02"
"1262","Como é feita a execução por gás letal em Portugal?","Eles jogam um botijão de gás na cabeça do condenado.","2017-09-02","2017-09-02"
"1263","O que um cupim disse para o outro?","Me dá um cupim d'água.","2017-09-02","2017-09-02"
"1264","Por que existe sogra?","Porque ao contrário de Deus, o Satanás não pode estar em todos os lugares ao mesmo tempo!","2017-09-02","2017-09-02"
"1265","O que ao colocar na boca e fazer movimentos uniformes, no final se cospe uma coisa branca?","Pasta de dente... O que mais poderia ser?","2017-09-02","2017-09-02"
"1266","Que ator a namorada do Damon Hill chama quando eles estão transando?","Matt Damon.","2017-09-02","2017-09-02"
"1267","int x = 10; int y = 10; print (x + y); Qual o nome do filme?","O Código dá 20.","2017-09-02","2017-09-02"
"1268","Qual é o sujeito da frase proibido estacionar?","Sujeito a guicho.","2017-09-02","2017-09-02"
"1269","Qual é a palavra de 4 sílabas e 26 letras?","Alfabeto.","2017-09-02","2017-09-02"
"1270","Você já soube do homem que morreu de vinho branco?","Ele foi atravessar a rua e veio um carro vermelho... ele desviou aí vinho branco!","2017-09-02","2017-09-02"
"1271","Se você joga o Serra e a Dilma de cima de um penhasco quem chegará primeiro ao chão?","Quem se importa?","2017-09-02","2017-09-02"
"1272","Qual é a única piada que não pode ser contada pra um viado?","Não posso contar pra você.","2017-09-02","2017-09-02"
"1273","Por que a cobra agora quer ser escova?","Porque ela cansou de ser pente!","2017-09-02","2017-09-02"
"1274","Qual era o problema do decorador quando ele procurou um médico?","De-coração.","2017-09-02","2017-09-02"
"1275","Por que abobrinha só dá no mato?","Porque ela não conhece motel.","2017-09-02","2017-09-02"
"1276","Qual a diferença entre o zíper e o elevador?","O zíper sobe para fechar e o elevador fecha para subir.","2017-09-02","2017-09-02"
"1277","A filha convida a mãe para morar com ela e o marido. Qual é o nome do filme?","Como Perder um Homem em 10 Dias.","2017-09-02","2017-09-02"
"1278","Por que viado tem memória fraca?","Não sabe? Pô, já esqueceu?","2017-09-02","2017-09-02"
"1279","O que vem escrito na sola dos sapatos em Portugal?","Este lado pra baixo!","2017-09-02","2017-09-02"
"1280","Por que a psicanálise é mais rápida para os homens?","Porque quando dizem para ele voltar à infância, ele já está lá!","2017-09-02","2017-09-02"
"1281","Qual remédio os gatos usam quando se machucam?","Merthiomia.","2017-09-02","2017-09-02"
"1282","Qual a diferença entre um supositório e um abacaxi?","Se não sabe, então fique esperto!","2017-09-02","2017-09-02"
"1283","O que o elefante disse pro homem nu?","Mas você consegue comer amendoim com isso?","2017-09-02","2017-09-02"
"1284","O que o Chaves perguntou para um senhor que acabou de sair de uma balada às sete da manhã?","O Senhor Madruga?","2017-09-02","2017-09-02"
"1285","Qual é a diferença entre a toalha e o papel higiênico?","Não sabe? Ah, então foi você né?","2017-09-02","2017-09-02"
"1286","Como um matemático come um X-Burger?","Ele começa pelo pão e pelo hambúrguer, só pra poder isolar o X!","2017-09-02","2017-09-02"
"1287","Você conhece a piada do viajante?","Quando ele voltar eu conto!","2017-09-02","2017-09-02"
"1288","Como funciona o zoom nas TVs de Portugal?","Você aperta o botão e o sofá vai pra frente.","2017-09-02","2017-09-02"
"1289","Qual é o menor ninho do mundo?","É a cueca, porque só cabe um pinto.","2017-09-02","2017-09-02"
"1290","O que o instrutor da escola de kamikazes disse para os alunos?","Prestem atenção que vou fazer só uma vez!","2017-09-02","2017-09-02"
"1291","Qual é a maior galinha do mundo?","O Bin Laden. Ele chocou o mundo inteiro.","2017-09-02","2017-09-02"
"1292","O que um cachorro machucado falou para a cachorra na frente da farmácia?","Mete ou late!","2017-09-02","2017-09-02"
"1293","Quem já ouviu a piada do porco?","Nem vai ouvir, porco não pia!","2017-09-02","2017-09-02"
"1294","O que há por trás de um homem inteligente?","Uma boa ventriloquista.","2017-09-02","2017-09-02"
"1295","Qual é a menor lagoa do mundo?","A calcinha, pois só cabe uma perereca!","2017-09-02","2017-09-02"
"1296","O que é que todas as mães têm, sem ele não tem pão, some no inverno e aparece no verão?","O til.","2017-09-02","2017-09-02"
"1297","Como poderia ser definida a invenção do relógio?","Uma invenção que veio na hora certa!","2017-09-02","2017-09-02"
"1298","Como fazer pra um passarinho dar risada?","Jogue ele na parede que ele racha o bico.","2017-09-02","2017-09-02"
"1299","Por que a plantinha não pode ir no médico de madrugada?","Porque de madrugada só tem médico de plantão.","2017-09-02","2017-09-02"
"1300","Qual é a bunda mais virgem do mundo?","Não sabe? Porra, você não confia nem na sua?","2017-09-02","2017-09-02"
"1301","O que é um pontinho vermelho e azul na geladeira?","Uma lata de Red Blue.","2017-09-02","2017-09-02"
"1302","O que é um pontinho vermelho na cabeça de uma pessoa?","Uma piolha menstruada.","2017-09-02","2017-09-02"
"1303","Por que o policial não gosta de sabão em pó?","Porque ele prefere deter-gente.","2017-09-02","2017-09-02"
"1304","Por que o elefante não consegue tirar carta de motorista?","Porque ele só dá trombada.","2017-09-02","2017-09-02"
"1305","O que é pequeno como um rato, mas cuida da casa como um leão?","O cadeado.","2017-09-02","2017-09-02"
"1306","Qual a diferença entre um sapo e um príncipe?","As cinco cervejas que a princesa tomou.","2017-09-02","2017-09-02"
"1307","Como é a camisinha da Sadia?","Ela apita quando o peru está assado!","2017-09-02","2017-09-02"
"1308","Por que os elefantes tem trombas?","Porque se não tivessem seriam capivaras.","2017-09-02","2017-09-02"
"1309","O que é um pontinho fofinho, bonitinho e todo riscado de vermelho?","Um bebê brincando com um gillette.","2017-09-02","2017-09-02"
"1310","Por que a Pantera Cor-de-Rosa anda com o rabo levantado?","Pra dá, pra dá, pra dá, pra dá, pra dá, pra dá, pra daaaaaá...","2017-09-02","2017-09-02"
"1311","Qual a diferença entre o tatu e a baiana?","O tatu faz o buraco e a baiana vatapá!","2017-09-02","2017-09-02"
"1312","Qual a diferença entre o  IBGE e o PCC?","O IBGE pode estimar quantas pessoas irão morrer este ano, o PCC pode dar os nomes.","2017-09-02","2017-09-02"
"1313","Onde é que o boi consegue passar, mas o mosquito fica preso?","Na teia de aranha.","2017-09-02","2017-09-02"
"1314","Qual é o contrário de fumo?","Vortemo.","2017-09-02","2017-09-02"
"1315","Qual é o meio de transporte mais produzido e utilizado no Egito?","Tapete.","2017-09-02","2017-09-02"
"1316","O que é um ponto preto e triste no sangue?","EMOglobina.","2017-09-02","2017-09-02"
"1317","Qual é o contrário de volátil?","Vem cá sobrinho.","2017-09-02","2017-09-02"
"1318","Adriano, Vágner Love e Bruno em  um carro. Quem dirige?","A polícia.","2017-09-02","2017-09-02"
"1319","Qual é a bebida que se bebe devagar, devagar, devagarinho?","Martini da Vila.","2017-09-02","2017-09-02"
"1320","Por que as rodas do trem são de ferro?","Porque se fossem de borracha apagariam a linha.","2017-09-02","2017-09-02"
"1321","Como é conhecida a profissão do médico ginecologista em Portugal?","Espião da casa do caralho.","2017-09-02","2017-09-02"
"1322","O que o Lombardi falou quando chegou no céu?","Silvio Santos vem aí...","2017-09-02","2017-09-02"
"1323","O que é colorido e faz um barulho muito irritante?","Restart.","2017-09-02","2017-09-02"
"1324","Como a patricinha sai do motel?","Toda metidinha.","2017-09-02","2017-09-02"
"1325","Por que o Maradona demitiu a empregada dele?","Por que ela tirou todo o pó!","2017-09-02","2017-09-02"
"1326","Na Turma da Mônica, quem fala errado a Mônica ou o Cebolinha?","A Mônica, porque o Cebolinha fala elado.","2017-09-02","2017-09-02"
"1327","O que é que é bonitinho, risca o vidro e chora?","Um bebê dentro do microondas.","2017-09-02","2017-09-02"
"1328","Antigamente farmácia era escrito com ""Ph"" e hoje como que se escreve?","Com ""H"", H-o-j-e.","2017-09-02","2017-09-02"
"1329","Qual a diferença entre o Robocop e o Frankenstein?","É que o Frankenstein foi operado pelo SUS.","2017-09-02","2017-09-02"
"1330","De que lado o cão tem mais pelos?","Do lado de fora.","2017-09-02","2017-09-02"
"1331","O que jamais deve ser dito a uma pessoa anoréxica?","O que não mata engorda!","2017-09-02","2017-09-02"
"1332","O que é que tem duas asas mas não voa, dois pés mas não caminha, dois olhos mas não enxerga?","Um pássaro morto!","2017-09-02","2017-09-02"
"1333","O Pinto e a Pinta foram para o motel, quem pagou a conta?","A Pinta, porque o Pinto estava duro.","2017-09-02","2017-09-02"
"1334","O que é que tem quatro patas mas não anda?","Um cachorro tetraplégico.","2017-09-02","2017-09-02"
"1335","Qual é o sonho da cobra?","Ser pente.","2017-09-02","2017-09-02"
"1336","Por que restaurante português não dá lucro?","Porque fecha para o almoço.","2017-09-02","2017-09-02"
"1337","Quantas piadas de português existem?","Duas. As outras são pura verdade.","2017-09-02","2017-09-02"
"1338","Qual o órgão do homem que, devidamente estimulado, é capaz de aumentar mais de sete vezes de tamanho?","A pupila.","2017-09-02","2017-09-02"
"1339","Por que os sapos só andam pulando?","Porque nasceram sem embreagem.","2017-09-02","2017-09-02"
"1340","O monstro fala pra monstra: ""Vamos fazer um monstrinho?"" O que ela respondeu?","Não posso, estou monstruada!","2017-09-02","2017-09-02"
"1341","Qual diferença entre um termômetro retal e um termômetro oral?","O sabor.","2017-09-02","2017-09-02"
"1342","Com o que, de preferência, a economia de um país rico faz a cama?","Com bons lençóis de petróleo.","2017-09-02","2017-09-02"
"1343","Por que é que o papel higiênico em Portugal tem um metro a mais?","Por causa das instruções.","2017-09-02","2017-09-02"
"1344","O que o MMC foi fazer na escada?","Esperar o MDC.","2017-09-02","2017-09-02"
"1345","Um surfista foi atacado por um tubarão e perdeu os dois pés. Qual o nome do filme?","Os péstinha.","2017-09-02","2017-09-02"
"1346","Qual o melhor remédio pra tosse?","Laxante. Quero ver você ter coragem de tossir depois de ter tomado uma boa dose.","2017-09-02","2017-09-02"
"1347","Que horas são quando você se acha bonito?","Hora de se ver no espelho.","2017-09-02","2017-09-02"
"1348","Por que um homem tem dois ovos, e não três?","Porque um chocou e virou pinto.","2017-09-02","2017-09-02"
"1349","Se uma criança ganha 5 reais do pai, e depois mais 5 reais da mãe, ela fica com...?","...tente.","2017-09-02","2017-09-02"
"1350","Em um carro há quatro romanos e um inglês. Qual o nome da motorista?","IVone.","2017-09-02","2017-09-02"
"1351","Por que Adão não tinha sogra?","Porque ele morava no Paraíso.","2017-09-02","2017-09-02"
"1352","Qual a diferença entre o Sonho de Valsa e o Rebolation?","O Sonho de Valsa é bombom e o Rebolation é bom bom bom!","2017-09-02","2017-09-02"
"1353","Qual a diferença entre o avião, o louco e o Ayrton Senna?","O avião é TAM, o louco é TAM TAM e o Ayrton Senna é TAM TAM TAM...TAM TAM TAM...","2017-09-02","2017-09-02"
"1354","O que é um pontinho preto branco, preto branco, preto branco, vermelho, vermelho, vermelho?","Uma freira rolando a escada.","2017-09-02","2017-09-02"
"1355","O que é um pontinho branco no céu?","Um urubu que quase foi atropelado por um avião.","2017-09-02","2017-09-02"
"1356","O que o Exaltasamba foi fazer na biblioteca?","Lê lê lê lê lê lê lê.","2017-09-02","2017-09-02"
"1357","Qual é a peça do carro que é feita só no Egito?","Os Faraóis.","2017-09-02","2017-09-02"
"1358","Qual o animal que pula mais alto que um prédio?","Todos. Prédio não pula.","2017-09-02","2017-09-02"
"1359","Como os portugueses descobriram o pau-brasil?","Levantando a tanguinha dos índios.","2017-09-02","2017-09-02"
"1360","Qual é a diferença entre a tartaruga, o navio e a família?","A tartaruga tem casco em cima, o navio tem o casco em baixo. E a família? Vai bem obrigado!","2017-09-02","2017-09-02"
"1361","Como se chama um animal de duas corcovas encontrado no Polo Norte?","Um camelo desorientado.","2017-09-02","2017-09-02"
"1362","Por que os galos se apressam a cantar logo de manhã cedo?","Para poder dizer algumas coisas antes das galinhas acordarem.","2017-09-02","2017-09-02"
"1363","Sabe como fazer um idiota esperar 24 horas?","Amanhã eu te conto!","2017-09-02","2017-09-02"
